id,user_id,vehicle_id,status,current_latitude,current_longitude,availability,average_speed_kmh,completed_deliveries
c60fc6af-8b21-4caf-a623-152934fefd50,85c19c28-769b-4d22-bd1a-ca7d890fe738,090191a6-ea2b-49b3-9fcc-e3be86782688,available,13.136538070817714,80.17089377006882,True,27.05,4802
c9d9c137-c852-4986-8af2-03cf914c7ad6,cf3bd994-abbd-4025-9581-5475136b8eee,85d53150-6ec9-4619-983d-4e843fcef0c8,busy,12.962140514228432,77.46499320069995,False,30.51,1745
33f6c57f-f7ab-4e2c-a05a-ba1fc73b6cbe,973d9f2f-d464-4280-ab8d-a0514381e312,a4e9a0cf-d16b-40de-8d4d-a0cd338f9af3,busy,13.097071895778857,77.61558938080782,True,19.44,2861
e1cf9b17-39fc-4f04-94b5-43422c54ff35,5cdac73a-edc6-4207-847c-acee1123562a,8669a07a-904c-42a7-83dc-af19eb514ceb,offline,13.040076166387447,77.73711541580468,True,35.81,4373
16c1f563-90d2-44dc-87f3-d17b5f10676c,9fb85e38-ebef-434b-8117-0b7109efd395,3e5d2caa-4691-45bf-96c3-d1d991e0a0e1,busy,17.469673546086774,78.55238772538708,True,17.1,950
fd519894-ee0d-4d93-bf44-c89a2ca1a4ef,c66bbeec-1bd1-403e-838b-38b26ea21f98,c5fc5373-19de-45e2-8546-8a907e79810d,available,13.083522458760513,80.20646818178768,True,21.42,3629
78322487-b3f0-42d6-b9da-237fcd7ca32b,50f57e87-7ddd-4c9a-9fd9-2902f3b9b2b0,432230a4-aaae-424a-9b55-19ad4c9cad5d,busy,13.090792323249227,77.59446302976374,False,37.19,1056
19b6b260-e7aa-440c-89b6-c0d227263043,1ac32355-45ba-4d8a-9f8f-125084bf2e51,84e0196c-54be-48d6-97c0-ce75e28bb212,busy,12.965300725103825,80.1704759017745,True,28.87,607
44890127-f886-43b8-a7a4-b76858bb5ea7,c6762afc-f9e4-43df-9532-808c89e17e57,c0b70581-cb93-4302-a42c-5efcde010bff,offline,17.317726688896258,78.58568961565719,False,28.18,1381
5cf87f31-4854-4da4-81c6-c4f43ef755a3,390b66b8-2d78-46bf-90ca-1cfabf0871ef,1337b065-86a3-47be-a72f-a8bca90e70f8,available,12.854935099344235,77.52772210622476,True,33.7,3523
c41f2021-d7b7-4854-8ca4-e4075d225080,cea6da04-5a28-4000-8a28-f5f4ca9cea6e,d33ee50f-d89a-46d5-be7d-d2a299f98b5d,busy,13.094483406875609,77.5664321826753,True,25.03,2108
61169a07-6ef3-4a2e-947b-172748d7fe01,b3f336f1-4bc2-48c0-836f-c3b1643dfec4,6e807780-0f1f-4a1f-a685-6538adbf31c8,busy,13.003219132603611,80.28776455621689,True,17.23,4820
a274601e-fdf7-478d-918b-8114e61b9091,1c98202e-99dc-4d4f-a8e2-332782ce8520,ddfc38e2-34fd-413d-9796-60d6353dc9ce,busy,12.91436783706992,77.73976520639326,True,15.48,4875
a2253a90-3a07-4305-906a-34ab4684adca,2d0dca53-a30d-465e-8b8b-b413971345cc,cd15cd43-bd3f-4868-aaec-5f3c11272eeb,busy,17.491381606391162,78.39054056720549,False,20.25,4667
8039ef0d-6807-4a8f-9e22-703bae589b3b,ae47da25-b641-4a97-bd55-532c6914b576,32911301-3c60-4392-bb57-ee174ea17493,busy,17.479563806890642,78.41989912002646,True,38.95,4245
bffe1e5b-6403-47b7-a308-1d51ecd2b3c2,720bd3e7-b09e-4b5f-8ac3-4cd871851dd9,40b2a7dc-7723-4ad9-9384-931d57ad9893,available,13.066692786659964,80.15762376140759,False,31.52,3989
0b344e01-d319-4529-8ebf-c9fa11e02459,08f42286-8d8b-40dc-8f91-4efc577c9e5e,5f864914-a3bd-43a5-bb48-68f15129a0f9,available,13.11365861912705,80.27673778133075,False,39.69,2315
27650e36-dfc3-4f96-909f-ebad3a71c8a4,3a0255ea-3673-480d-b8b1-19c80e757a47,2ee978d7-ba55-43c1-b7cc-306559b96afb,offline,13.109904951323355,80.22090485901542,False,40.51,4874
a51fb37e-37de-4899-b22f-ac51d33b84e9,b5da7433-2e12-42ee-b31c-c51e4efc6d1d,e16b8128-638f-4c4f-ba64-209e73d24e4a,offline,12.852752943036577,77.45768607829297,False,28.33,4183
c1f380ef-85f0-4a26-81c2-90866fa7444e,510e4a15-9286-4d5f-a99f-71ba6ef22086,54db1ea6-690f-44ed-91df-e2a3f1936200,available,13.028091872449767,80.28032837535282,False,27.51,2551
50d1d35c-7673-4474-8930-383ed848d831,17f5f6d3-1adb-4b91-8ac7-c27c4b747cc5,74a3c6dd-6482-438d-aaa7-ca48cccfd259,busy,12.94277110330453,77.45565177234808,False,37.57,1185
a7a53505-bdec-4207-9bb2-fcb871b8db74,f54077ac-1a17-4d94-a64b-378001a08d67,8297ab0b-a61d-4135-818b-d1cc49f21fe0,available,12.978119248910307,77.72634808044457,False,32.89,2032
e66bb952-0a8d-432c-b642-f0aaa26b5763,7f79ccf5-a8b1-4c45-940d-40222ba2916f,8662d538-147d-4aca-921b-f13b4a512b7a,available,12.980890152709955,80.28260125298688,True,41.7,3497
f101e239-2dd2-4007-be4b-1630fd362f49,6027fc80-aaa7-41f8-af09-22e09285959a,d897802f-9280-4f58-8855-404df4db596a,available,17.305099538241063,78.37722380516753,True,23.21,2165
84e1c16b-0e6b-4319-9d79-58a9d3458bbd,0785c56e-f7ba-4e88-85dd-3a0786b8893b,6f08ba2a-c81f-47f9-a984-4ec40786b250,break,12.854349231576526,77.45622738950084,False,32.33,1677
2d3fbf19-84ec-42c7-ba05-5628733cfbbe,e2b85958-47a3-42a2-975b-0badc7e29ed0,799202b1-d216-4490-a403-6d95fc1a0d65,inactive,13.091810619300727,77.54273947529279,True,31.13,2839
c5352d6b-5636-4592-9018-3ed0f6257bbd,336335c3-a3c7-44a9-bf74-1fbe074090de,815a85e1-06a1-4019-8a0e-b58eb2099879,busy,12.944252648842184,80.2232009048522,False,31.48,3855
b20eddeb-fa54-4c59-bc2d-e92ae8c2f449,6fedfe5b-6c02-459e-bc01-d0a3e31a0dd4,5a2cefd3-048b-4962-b53e-af5a85f64229,available,13.044599834266737,80.1983386975243,True,26.98,2297
e416ddf9-23d3-4815-becd-a15d18bd2756,1a78f23e-0bda-41ec-bcc0-bdb158c094ad,6a4c344f-08d0-43df-933e-9a01113643d7,available,12.949098862018124,80.28005111803928,False,16.86,2576
912a570b-ef9d-4690-a420-ec86cd6e88d5,bae9d267-c083-473e-a64b-6677d90b076b,4f91cf3f-7266-4258-ad12-1a400d8c88bf,break,12.955462289335157,80.19243734956508,False,31.24,657
32c06039-ff8a-469b-a3ed-fef640a449e2,73d68037-6c0c-4c94-86d2-cc0f37ba7505,50cd6218-dab2-45e2-9c44-ac4d47f73cb2,break,12.868634675106742,77.5398991627436,False,35.1,1006
76b90be1-0ce6-4989-a1cb-a2070d01c85d,1f36d5f0-3099-4123-99db-8426d4dfe39d,2331ef1a-7b41-426c-9eb9-b8ae311a5ee0,busy,13.027771694687084,77.62694040931059,False,40.79,1446
2e421a1f-b5ac-470a-a1a6-a1fedb036286,1adc95e1-57b3-40a4-a014-b98426efef45,27a78dac-cd8f-48db-ad02-4bfffecc33f4,available,12.895925705102714,77.5123368685009,False,24.15,1036
5f46e61b-a8a4-4300-bf29-bc658d586530,6bf4fd55-cba4-40fa-b308-e763ff439487,dc778e2b-8931-4b17-8cb6-33c85c01d6fc,offline,13.009441900541074,80.19407246057592,True,21.99,4280
f4cbea78-e65c-41ec-9b2b-15214517ef0d,5edc115e-e364-4114-817d-63fcf2264bcd,e47b87bf-7ede-4c03-a738-cea034d7ab4a,busy,17.338219406317997,78.5373493537382,False,15.22,943
48ff985c-4404-47c6-8a7a-24fac5aa1b42,5e93c36d-a03a-4d5d-9601-9e03f2f66058,28934f45-1b91-4305-85dc-6532b2c0c98a,available,17.4203202223577,78.45662464748206,False,17.75,3794
fa60e206-3f3f-4a66-8beb-969d1c76eee5,dc7c309c-24b0-4058-82f4-3ddf9e8ef4ef,cc349747-b255-4bc0-9c96-c6630a0705ad,inactive,17.521974739906902,78.3659758200883,True,33.54,805
fdae748f-3f00-4556-9cea-7875b58accc8,0038740e-ab7c-4154-899d-f9becc5a6882,46cdaffa-d8b0-470e-97c1-c1aaebefcc4c,available,13.013744449059173,77.6467809698465,True,15.55,4753
a8a44cb1-d1b6-443d-a5c7-cd08b69d86d2,8bb85dac-a844-4df9-9930-7bd5a1b01ee7,e345210b-22b9-4cc3-a38f-eaa1685f27e9,busy,12.922395774719162,77.6085952299094,True,17.64,1100
c30b1105-9cb3-4ed9-b390-12826a7ca759,89194307-d931-42c4-bfca-1db3220b1e28,0d933ae2-389a-4a7b-a6cc-7b02e4af12b0,available,17.507236492629318,78.40671195868173,True,34.58,39
cc373746-169a-4021-b7c3-ce4989afcb80,27d5afdb-1f80-4050-bf07-7955fd970671,629e2e25-dc62-4158-b2e0-98a3ddbc2929,busy,17.459697503035937,78.47875145048188,True,18.9,889
6f2793fa-8c1f-403a-9ac4-bde539821bd4,c8d988ee-74e9-4eab-b8d8-37f6bd862b13,60cc1d00-cd74-4f67-893c-f532f402f8df,inactive,13.003074061000744,80.1896644401612,True,42.23,1133
b2e244e7-499b-429d-a23f-5afcf25b471e,e230ef16-6722-4cd0-8051-16722a3ff757,52d04ae7-19c5-4898-ba50-04a27fd51b00,break,17.528578221323503,78.4201390693626,True,27.75,4652
35109eca-39fb-471c-8163-0f37d0b9d5a3,e5a2b49e-8e60-40ea-9004-f44c9e3744a8,1b4033b1-206e-4e04-a8a3-66c62e8a45e4,available,12.988283471689805,80.25606888478949,True,40.98,1933
523c8cc6-211d-48a8-9e75-e5d2b19e2bc6,cfea569b-80ad-48e7-8b56-28fc32bdeafb,ee4fbe25-93e7-4db8-9cdc-960160f7942c,busy,17.53520615399554,78.53097789172195,False,35.23,2205
3545748d-a302-4e81-ba48-205a21b26024,89fc17d3-0cb4-4af2-99ba-8bc66048bed3,8ba0c740-0a73-44ff-9abe-4a12c79892c3,offline,13.00535493793823,77.68390068516823,False,26.65,146
57011f0c-48a9-49a4-a41d-20a3d6ed791c,9920b4bc-e1ac-4073-8e31-0852b2e78722,876707c2-f036-44b8-8aaa-87280e5c5925,available,12.973463382164073,77.57774627457172,True,30.41,3100
6128dc6b-8aad-49d3-82ae-2b91d7d1db7d,477d9f42-fbc9-4b69-9145-9e4be1b6d523,b539de28-f5e3-47dc-9604-c4351c8ea2e0,busy,12.96148279517818,80.22517570097055,False,40.8,1078
b3bf8371-7449-4848-9151-4632c10e4811,4e572b01-d80e-4421-99f6-d275adadafc9,34f14837-8b91-43b6-a669-6d01a81c0991,available,13.014322406380225,80.18861018478984,True,29.06,2989
bcb9cda8-bd0e-422c-9806-39192157e67a,f03f97f3-0579-412c-bd14-16d156f71599,05568eb0-2c68-48f7-832e-fad1642c760e,offline,13.123961506882756,80.1754206961458,True,27.52,850
d0f3b6ed-e5c7-4fcd-978c-1e6640b4eaa6,34b7b2b9-8264-45ef-94df-64d8b7448f3f,11d5daa6-af00-4240-8a26-c7016f560d14,available,17.367579954285066,78.46606741047508,False,27.37,2924
9254fec6-aff3-47ee-ba8c-d4b8c37a51ac,8cede795-e963-4a95-8eff-42ffef727a5e,920ce957-25a2-43b2-bbc8-cf5771a80f2f,busy,13.112716017433385,80.15561947950282,True,22.58,2026
e0f04965-190e-4556-be3b-ab892989a692,0a90dd82-2c1b-48c1-a967-d3c108b2ae88,7f6bac0e-abe3-4ed4-92d7-cf2249044f17,busy,13.049836950469018,80.29724021926747,False,26.47,4043
bef07033-977f-49b0-adbb-ce4775b0a18d,a461a131-b85f-423e-8977-1608fe410477,3771c9fa-bfbf-4cc1-aaa3-7b730d8d1b27,busy,12.97933186007392,80.28747435107698,True,32.21,4214
c030d233-11eb-4c98-acb1-edd591cc5a5d,0a499265-17e5-4ec5-902e-917cfdf7d029,76636abb-c5f7-4847-ab37-887f8c38dbb4,available,12.949995638848456,80.29369630480358,True,24.21,1200
9a332d7a-c3b0-4f06-bd00-4388371e527f,01a3313d-2af8-493f-afc6-f0ce4d930ce1,0afe57a2-0e29-4da6-87bc-20449fc5f342,break,13.006692817760312,77.73764343724122,True,19.91,3705
bc0858cb-7c95-4831-9a55-d455f6e8ab07,7c6b41b5-0065-48a4-90bb-2f4073134bc1,4087044c-72f0-4276-890d-f43fbbc8fd1c,available,12.877859354471296,77.553252986224,False,20.81,566
ccd70562-f9de-42be-ade4-cf7d119adc20,5a3021ea-b4f0-486a-a8e1-9f3b4cffb63d,de08710b-b563-4d9b-b671-1a7aa276f660,busy,17.340083485826945,78.5290954690915,False,36.62,3122
fa8e25de-30ea-479b-916a-5cbeece5ab10,b15b3d98-3d9e-42a0-89c4-1d5437d7630f,de26b6dd-49bf-4f22-a273-135d167382c6,available,12.94442501081675,77.7362744374848,False,33.45,706
7450847b-e28c-4d2a-9f5b-545260ae0854,f015dc57-be75-4075-b4bd-10bd7be9cdb5,7bc08e42-e498-4666-8f24-289fd6d5ec3f,busy,12.971816779550494,77.5974458390352,True,30.87,4307
b512b504-6829-4c37-a1cb-1062401ed31c,9996ec09-50f4-424a-80cf-7957d0719bb4,05d21d93-e556-4970-a1ee-374a9aa1f062,available,13.02621511470693,80.29764914295122,True,42.04,1743
4a5e67d8-b23e-4e1d-bb65-70ef9a7cedbb,2b336d56-5a76-476d-87d6-68659cf120be,fdd0d654-5b6c-4ed1-94b4-2846238452fd,busy,12.959964566582165,80.21873986329416,False,35.02,2460
b7da48c8-31bd-460c-b197-ec027865c9f5,7160439d-b1c3-4319-a934-bb3f3a1809ba,7e86ccd3-984a-41c1-a09b-0df8ae21787b,available,17.384724716209238,78.39074537635913,False,31.67,1525
d76e7c9a-567e-40fd-8236-a59922639400,3161eacd-ab4f-4af9-a143-e05ef2d7ed21,6929d94a-755e-4cd2-9bf6-8583c18a79ea,offline,17.449201100954454,78.59397703433812,True,15.99,1888
f1cd4526-15f5-4291-bfce-5aeff2682346,fc6c974c-0663-4bc9-b65e-743c345abc87,ea3c4c43-9751-4a2a-9aa8-92975145c7c2,busy,17.384248006382148,78.41195294843459,True,21.89,1451
e40c0207-4b2a-4ff0-b7fd-36c3034a295b,d947480f-3ec2-495f-9d9a-137baf3de7e9,976899d6-9cf8-4987-83b5-61563aa3e6c3,available,17.43305213109125,78.37215274647822,True,31.54,3739
1f944a7c-770b-4f7a-83cc-869e20463978,6fcb4625-60a0-4d8f-9af2-47ae97cfe346,7d8694b4-67c5-42e8-b54e-eb4cd2fdd9ad,busy,13.10543943293598,80.26173920184802,True,44.34,1374
c05b0068-b645-4ac7-bd5d-886ceac331f0,afcbefc6-89d1-479a-88c3-d068b989e126,6824ec7c-2e75-4b50-a996-746b148d7a13,offline,13.008768856190562,80.20898588997066,False,41.05,792
b92a475e-20a0-4cce-bc15-7decce4d6e69,fd1463a0-398b-4bec-b291-ea1f1aa4e00e,c26b9198-c1c7-4496-9a72-cdf20d484e80,available,17.393641257539386,78.49244370742842,True,28.43,4580
2ffc9363-dec7-4205-9795-67fe498d6366,d6eada17-f2e4-46a0-baa9-44d1bf1313bb,24ac2baf-da04-461d-be20-138585413450,break,13.026144273554412,80.19125701314844,True,39.65,730
650ed373-2b65-4a8a-9ff5-401f3ae715f3,9757c5fe-0eb2-4b54-ab36-e96d8bfc0dc8,cd5bb724-9884-4fc8-b3b9-0c9656597fb1,break,13.037593600604437,80.2346216765827,True,32.91,2537
95493122-1d4e-4d6c-b920-4b8d7bdf0ac6,925e9253-0549-4ca0-aaa1-74935f37abbf,f81dd769-66a8-4e5f-8ef4-49ab96c4f21f,offline,17.544729847862623,78.40100472869061,False,17.75,4567
f91f1d75-f328-4136-b1da-7c86a15099dd,3b94d2dc-d81e-413c-9860-889387c257f7,898d4c53-a462-45be-854d-7736ca0343f7,busy,12.885070874716082,77.4846669768601,False,33.1,2183
f3ae7bf2-31c2-4423-ae30-549b73283dc6,115f9fc9-7f96-4f76-8571-ca0708997635,524460e5-abd9-45fb-87cb-fa92dc0d1bca,busy,12.90048425715375,77.54651595738159,False,19.12,1952
862d38a9-412b-4111-8099-21cd81333328,9f7f7d4b-f641-4a02-b6c8-b0ce9e99539f,24ff5d51-8cb5-4207-8ef3-7529b1dacf34,busy,17.394669610498106,78.57256648388572,True,15.99,2015
539413dd-76f3-4c37-a693-57742dbb9ec6,5a76ed3a-fee7-4c84-abdc-e7f9041cf67d,f6a35b53-0e15-492f-9055-6e9d5362db2d,available,12.947998375217509,80.17963086323135,True,34.75,2646
332543be-9ea7-4316-878a-995c64ec0339,2e19dff4-aee7-4305-ad70-a281b3cd0053,a921aa7c-1c48-4501-886e-12ee01813d51,available,17.42779008976864,78.54607560003494,True,28.21,3024
d3711595-c258-462b-84ed-b1d93bc777e0,f4761447-bd19-42f6-aa1a-0734cb97344f,c72503a0-38f5-4d35-8a18-61895b711de3,available,17.450280315719674,78.52770258046102,True,30.56,3734
c0efc18d-c9f8-4fb2-a755-86a0bfb9ecb4,1943051b-ef03-4b32-a29f-b44b69cb3e8e,09d7bf3d-66fc-4119-be4c-4c4a59a5d73e,break,12.960689158921115,80.256942139033,False,26.35,3904
20d2231e-f90b-4fdd-8a11-c52103d33735,12875f2b-da54-4e3b-8a75-67c935a082c4,851dc61a-8282-4e98-900c-6e0e6152a3b3,available,13.031935029919294,80.17216728973825,True,38.86,3081
cebcbdeb-2e66-4549-8305-53cba259b025,411f9ed8-53ff-4edc-a7fd-f5377e30a48a,1ea08f6c-2fb3-40ff-864e-ec03db27e0b6,available,13.109151750008959,80.22936351292653,False,39.57,1650
84946451-8123-4de2-a44c-fd13163567a6,ee3d1b58-c8ae-44c5-82cf-f0852a9aed27,8f8a5ad9-c3f5-4fbf-98e9-784cda10addc,busy,12.866972491892797,77.53752760490714,True,31.6,988
43c62a28-cc58-40fa-9fc8-fc9b1b624be6,87c45396-774b-4684-a766-aa3e36f4fd93,a81ad6f3-ff88-4c83-a247-48cef5a3eb2a,available,17.475364406781004,78.58776434277887,True,25.22,1695
85ab090f-26a7-4109-b772-8d67daa428cf,15a38925-7ac7-4346-be94-0e820eea2748,b1614244-4d92-4306-a60c-cea4641323fe,busy,17.54080617586019,78.5667732819518,True,38.9,2112
18293c80-0c53-4f47-ae0e-20b48b8e6997,ba0bcd2d-ace2-4570-a1df-f831a85aba52,25fa2120-1b6b-4a18-b383-2071c6c01b7b,available,12.851159520628118,77.51373017243273,False,42.62,4288
87cd3396-b6ad-4e0b-b691-62738ea4556d,b119fb77-b25b-4c37-8080-b935d844cf1b,75e8b269-5832-4f32-88a3-51cb0ba1cbd6,busy,17.482077523287266,78.38033145095226,True,23.75,1389
1c942353-e437-4466-a01f-70ade0ecf373,ab5da06f-0cf5-4e5a-9d88-98f4b3317c23,3b977acf-bf4d-4609-9ec1-5b17667d2649,busy,13.0467010969135,77.50011268102017,False,41.96,4583
00a0530d-9886-41f5-aace-fc378ab744b2,4ff8897e-b9e3-45e7-8fcf-7d814e343479,3de488c5-538f-4f8e-b3df-5f5a61861227,busy,13.084902534834923,77.69459933786577,True,44.97,4470
1ded3adf-d97a-4b16-8fab-a53ac9a9ddca,43234ff8-cbfd-440a-b38e-ca3bad4640e5,1acae6d8-0983-4b64-afe6-e470eb93f1f9,offline,17.519889872121887,78.54671108524394,True,36.61,431
c8276481-2d48-49d5-bf4c-55b5ac6762c5,da994e26-0ac3-4f76-bd61-f41fe14a50d1,8e8f08f5-f2d4-4d00-9403-6582540daf79,busy,17.52044579225633,78.53410362579659,False,17.87,4407
a5db7d58-83e9-4cf5-80f9-41eebb06f206,bce932e9-41e9-4292-8ae6-e4b34ee0226d,6711e09a-d718-4a8c-9cfc-2cd6e2783e8d,offline,13.118165509769376,80.25454799282595,True,19.0,2547
f836d18e-e7c1-4a65-83e0-30a38cade31b,793a986d-8258-4226-bc9a-88188f931e08,da5ba341-c66a-4734-8c4a-f95d73c59e58,busy,12.919587947614023,80.16917034427759,False,39.03,4194
9ed975ee-473d-43e7-b02a-3f4dfb6152ca,e796c5cc-3f7c-460a-9f0f-b38e4a31ebcd,f455cda4-197d-4d4b-9c25-9566f9c33362,available,12.955453696693821,80.2691106292994,False,20.89,3840
e0e35204-0882-482a-bded-924c0b0d7964,1f01c6e6-8685-4810-9718-80f6e6cfeb16,8cc0f5de-aaae-40d3-b0e3-da8163f70441,available,12.928713910715055,77.69483636316374,True,35.51,2956
85063f10-7052-4a4a-b405-8ec03b4d6eec,94905551-048c-494b-8015-5ba0ee1c83a0,f0ffd78d-d036-4905-a1f5-5c61bcecad96,break,17.420422914495358,78.41922852588172,False,43.3,2034
1a867dc0-936d-45e4-9450-e6c24194a296,a3d55eee-962f-4475-8442-78576bbc47dd,42f66ea1-2669-4be9-bf08-c22901f519ed,offline,17.430545480379475,78.4895267765841,True,20.93,467
c16866ba-7a76-47d1-8d51-6ce87180b438,a8287bde-6335-4c1e-849b-e7d9f71a5a32,bd0f046e-8496-4c97-a54d-cd15ccc2f745,busy,12.904133990112578,77.62861861191934,False,26.15,4205
7078c9a5-0acf-459c-a75d-7f231fa5b7f0,a21e94c4-78da-45ce-8879-ea4629693b94,67751cf2-0acb-45c8-b495-bbd118828215,offline,13.003929675719274,77.55084868315217,True,37.0,4310
17287fe4-4c7e-42d1-965f-87ac01d795e2,4ed390b9-553b-41ff-86ac-0c155cce2635,ae6855fc-0823-4094-b0fa-2fe837f951de,offline,13.13077373483565,80.2003995534726,True,25.21,612
6b0230bd-e23a-4bf4-8b59-f7ddaa73d17e,495e101c-c07a-4be6-9570-4fa5fffad384,7bb07b78-9aca-4d7a-9de8-3ad2e5173510,busy,12.97824834130039,77.7173370259158,False,20.13,3142
